document_id,page_index,heading_text,condition,detector_status,verification_status
INE002E01010_2017,10,Management Discussion and Analysis Report are based on certain assumptions and,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2017,17,Management Discussion and Analysis forms part of this Annual Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2017,24,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2017,24,"Management discussion and analysis report for the year under review, as stipulated under",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2018,2,Management Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2018,9,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2018,12,Management Discussion and Analysis Report are based on certain assumptions and,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2018,19,Management Discussion and Analysis forms part of this Annual Report.,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2018,26,Details of the same is Given in Management Discussion and Analysis Report.,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2018,26,17)  MANAGEMENT DISCUSSION AND ANALYSIS REPORT:,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2018,26,"Management discussion and Analysis report for the year under review, as stipulated under",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2024,24,The aforesaid details are given in the Management Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2024,24,21)  MANAGEMENT DISCUSSION AND ANALYSIS REPORT:,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2024,24,"Management discussion and Analysis report for the year under review, as stipulated",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2024,40,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2024,47,Management Discussion and Analysis Report are based on certain assumptions and,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2025,21,Management Discussion and Analysis Report attached with the Report.,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2025,23,The aforesaid details are given in the Management Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2025,23,21)  MANAGEMENT DISCUSSION AND ANALYSIS REPORT:,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2025,23,"Management discussion and Analysis report for the year under review, as stipulated",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2025,38,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002E01010_2025,45,Management Discussion and Analysis Report are based on certain assumptions and,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2013,3,Management Discussion and Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2013,11,Management Discussion and Analysis.,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2013,13,MANAGEMENT DISCUSSION AND ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2017,5,Management Discussion and Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2017,124,MANAGEMENT DISCUSSION AND ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2017,124,Management Discussion and Analysis for the year under review are,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2017,126,MANAGEMENT DISCUSSION AND ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2018,5,Management Discussion and Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2018,23,Management Discussion and Analysis – Annexure –  I,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2018,120,MANAGEMENT DISCUSSION AND ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2018,120,Management Discussion and Analysis for the year under review is,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2018,121,MANAGEMENT DISCUSSION AND ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2024,3,a. Management Discussion and Analysis - Annexure - I,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2024,173,"included  in  the  Management Discussion and Analysis,  Board's Report including Annexure to Board's",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2025,3,a. | Management Discussion and Analysis - Annexure-l,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2025,40,Management Discussion and Analysis - Annexure - 1,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2025,120,The Company’s Board of Directors is responsible for the preparation of the other information. The ot,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002L01015_2025,186,The Holding Company’s Board of Directors is responsible for the preparation of the other information,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,3,Management Discussion & Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,28,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,30,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,32,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,34,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,36,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,38,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,40,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,42,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,44,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,47,provided in the Management Discussion & Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2017,102,Management discussion and analysis of financial,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2018,2,Management Discussion and Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2018,32,Management Discussion and Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2018,49,in the Management Discussion & Analysis section forming part,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2018,53,23)	Management Discussion and Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2018,100,Management discussion and analysis of financial condition,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2024,2,Management Discussion and Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2024,52,in the Management Discussion & Analysis section forming part of,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2024,55,MANAGEMENT DISCUSSION AND ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2024,55,A separate report on Management Discussion and Analysis as,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2024,90,"Report, the Management Discussion and Analysis,",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2025,2,Management Discussion and Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2025,54,Management Discussion and Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2025,72,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2025,118,"Management Discussion and Analysis, Corporate",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE002S01010_2025,124,"responsibility report, Management Discussion and Analysis",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2013,8,Corporate Governance Report including Management Discussion and Analysis Report has been annexed her,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2013,12,Management Discussion & Analysis Report :,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2013,12,"As required by clause 49 of the Listing Agreement, Management Discussion & Analysis report forms par",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2013,13,Management Discussion and Analysis forms part of the Annual Report to the shareholders and it includ,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2013,17,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2013,17,Statement in the management discussion and analysis report including the future expectation or predi,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,27,Management's Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,27,Management's Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,40,MANAGEMENT'S DISCUSSION AND ANALYSISREPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,40,MANAGEMENT'S DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,43,Management's Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,43,Management's Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,48,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,48,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,55,"Statements in the Management Discussion and Analysis Report describing projections, estimates,",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,55,"Statements in the Management Discussion and Analysis Report describing projecƟons, esƟmates,",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,63,comprises the information included in the Management Discussion and Analysis Board's report but does,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2024,63,comprises the informaƟon included in the Management Discussion and Analysis Board's report but does,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2025,28,Management's Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2025,41,MANAGEMENT'S DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2025,41,"RegulaƟons, 2015 (hereinaŌer referred to as 'LisƟng RegulaƟons'), the Management's Discussion and An",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2025,41,of the Company has reviewed the Management Discussion and Analysis Report of the Company for the yea,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2025,44,Management's Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2025,49,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2025,54,"Statements in the Management Discussion and Analysis Report describing projecƟons, esƟmates, expecta",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE003B01014_2025,62,comprises the informaƟon included in the Management Discussion and Analysis Board's report but does,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004C01028_2018,34,B. Management Discussion And Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004C01028_2025,22,B. Management Discussion And Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2012,11,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2012,14,"Statements in this Report, particularly those which relate to Management Discussion and Analysis and",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2012,20,"audited financial statements, including the Management's Discussion and Analysis of Financial Condit",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2013,11,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2013,14,"Statements in this Report, particularly those which relate to Management Discussion and Analysis and",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2013,21,a. The management discussion and analysis of financial condition and results of operations;,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2017,7,4.  MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2017,11,"Statements in this Report, particularly those which relate to Management Discussion and Analysis and",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2017,23,The management discussion and analysis of financial condition and results of operations;,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2024,21,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2024,26,"Statements in this Report, particularly those which relate to Management Discussion and Analysis and",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2024,40,"included in the Management Discussion and Analysis, Board’s Report including Annexures to Board’s Re",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2024,68,"information included in the Management Discussion and Analysis, Directors’ Report including Annexure",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2025,15,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2025,21,"Statements in this Report, particularly those which relate to Management Discussion and Analysis and",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2025,36,"included in the Management Discussion and Analysis, Board’s Report including Annexures to Board’s Re",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004E01016_2025,65,"information included in the Management Discussion and Analysis, Directors’ Report including Annexure",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,31,25. MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004Z01011_2024,45,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,21,25. MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,35,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE004Z01011_2025,43,"Board’s Report (including annexures thereto), Management Discussion and Analysis and Report on Corpo",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,13,MANAGEMENT DISCUSSION AND ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,13,Statements made in this Management Discussion and Analysis contain certain forward looking statement,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,15,requirements thereof and Management Discussion and Analysis are given as an annexure to this report.,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,15,the Management's discussion and analysis of the financial position of the Company is provided in thi,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,20,by the Company is discussed in the Management Discussion and Analysis chapter of this Annual Report.,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,22,"and investments of unlisted subsidiary companies, management discussion and analysis, material indiv",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2012,25,"The Management Discussion and Analysis Report, in compliance with the requirements of Clause 49 of t",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2013,14,Management Discussion & Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2013,14,"The Management Discussion and Analysis Report, as stipulated under Clause 49 of the Listing Agreemen",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2013,19,Statements made in this Management Discussion and Analysis contain certain forward looking statement,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2013,20,Management Discussion & Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2013,21,Management Discussion & Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2013,22,Management Discussion & Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2013,23,Management Discussion & Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2013,25,adopted by the Company is discussed in the Management Discussion and Analysis report of this Annual,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2017,9,MANAGEMENT DISCUSSION AND ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2017,21,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2017,21,"Statement in this Management Discussion and Analysis Report detailing the Company’s objective, proje",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2017,22,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2017,23,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2017,24,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2018,8,MANAGEMENT DISCUSSION AND ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2018,19,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2018,19,"Statement in this Management Discussion and Analysis Report detailing the Company’s objective, proje",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2018,20,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2018,21,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2018,22,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,9,11) MANAGEMENT DISCUSSION & ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,9,Management Discussion and Analysis Report is presented in a separate section and forms part of the A,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,9,state of activities along with developments has been discussed in the Management Discussion and Anal,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,9,"under the Schedule V (B) of SEBI (LODR) Regulations, 2015, report on “Management Discussion and Anal",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,29,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,29,MANAGEMENT DISCUSSION & ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,30,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,49,"including annexures to Director’s report, Management Discussion and Analysis Report and Report on Co",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,49,"When we read the Director’s Report including annexures to Director’s report, Management Discussion a",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,101,"report including annexures to Director’s report, Management Discussion and Analysis Report and Repor",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2024,101,"When we read the Director’s Report including annexures to Director’s report, Management Discussion a",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,8,11) MANAGEMENT DISCUSSION & ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,8,a Management Discussion and Analysis Report is presented in a separate section and forms part of the,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,8,detailed state of activities along with developments has been discussed in the Management Discussion,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,8,"required under the Schedule V (B) of SEBI (LODR) Regulations, 2015, report on “Management Discussion",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,21,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,21,MANAGEMENT DISCUSSION & ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,22,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,40,"the Director’s report including annexures to Director’s report, Management Discussion and Analysis R",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,40,"When we read the Director’s report, Management Discussion and Analysis Report and Report on Corporat",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,90,"the Director’s report including annexures to Director’s report, Management Discussion and Analysis R",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE005E01013_2025,90,"When we read the Director’s Report including annexures to Director’s report, Management Discussion a",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2013,5,MANAGEMENT DISCUSSION AND ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2013,7,Review of management discussion and analysis of financial condition and results of operations,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2017,4,Ahmedabad-380014                                          Management Discussion & Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2017,10,A detailed analysis of the financial results is given in the Management Discussion and Analysis Repo,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2017,25,Management Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2017,26,"Statement made in the Management Discussion and Analysis Report describing the company’s objectives,",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2018,4,Ahmedabad-380014                                          Management Discussion & Analysis,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2018,9,A detailed analysis of the financial results is given in the Management Discussion and Analysis Repo,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2018,21,Management Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2018,23,"Statement made in the Management Discussion and Analysis Report describing the company’s objectives,",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2024,4,Management Discussion & Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2024,11,A detailed analysis of the financial results is given in the Management Discussion and Analysis Repo,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2024,21,Management Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2024,22,"Statement made in the Management Discussion and Analysis Report describing the company’s objectives,",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2024,30,"information included in the Management Discussion and Analysis Report, Board’s Report including Anne",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2025,4,Management Discussion & Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2025,12,A detailed analysis of the financial results is given in the Management Discussion and Analysis Repo,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2025,22,Management Discussion and Analysis Report,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2025,23,"Statement made in the Management Discussion and Analysis Report describing the company’s objectives,",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006C01015_2025,31,"information included in the Management Discussion and Analysis Report, Board’s Report including Anne",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2012,5,Management Discussion and Analysis Statement,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2012,8,MANAGEMENT DISCUSSION AND ANALYSIS STATEMENT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2012,8,Management Discussion and Analysis Statement which is required under the Listing Agreement with the,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2012,20,MANAGEMENT DISCUSSION & ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2012,20,The Management Discussion & Analysis Report is provided as Annexure–D to the Director's Report.,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2012,24,MANAGEMENT DISCUSSION AND ANALYSIS STATEMENTS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2012,26,"Some of the statements in this Management Discussion and Analysis, describing the Company's objectiv",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2013,5,Management Discussion and Analysis Statement . . . . . . . . . . . . . . . . . . . . . . . . . . . .,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2013,8,MANAGEMENT DISCUSSION AND ANALYSIS STATEMENT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2013,8,Management Discussion and Analysis Statement which is required under the Listing Agreement with the,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2013,19,MANAGEMENT DISCUSSION & ANALYSIS REPORT,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2013,19,The Management Discussion & Analysis Report is provided as Annexure–D to the Director's Report.,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2013,24,MANAGEMENT DISCUSSION AND ANALYSIS STATEMENTS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2013,26,"Some of the statements in this Management Discussion and Analysis, describing the Company's objectiv",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2017,8,Management Discussion and Analysis .................................................................,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2017,11,MANAGEMENT DISCUSSION AND ANALYSIS REPORT:,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2017,11,Management Discussion and Analysis Report prepared pursuant to SEBI (Listing Obligations and Disclos,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2017,27,MANAGEMENT DISCUSSION & ANALYSIS,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2017,31,"Some of the statements in this Management Discussion and Analysis, describing the Company’s objectiv",mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2017,34,Management discussion and analysis of financial condition and results of operations;,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2017,38,Please refer to Management Discussion and Analysis Report for the same.,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2018,8,Management Discussion and Analysis .................................................................,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
INE006I01046_2018,11,MANAGEMENT DISCUSSION AND ANALYSIS REPORT:,mda_heading_candidate,CANDIDATE,NOT_REVIEWED
